date,observed_outflow
2023-05-13 01:00:00,9.706256994475376e-08
2023-05-13 01:05:00,5.956014390216077e-07
2023-05-13 01:10:00,3.4747416997485065e-07
2023-05-13 01:15:00,4.1106623032773735e-07
2023-05-13 01:20:00,5.595698791824306e-07
2023-05-13 01:25:00,0.008984436573493688
2023-05-13 01:30:00,0.29780104789260353
2023-05-13 01:35:00,0.5783317257603049
2023-05-13 01:40:00,0.5155264123034018
2023-05-13 01:45:00,0.29866907888421784
2023-05-13 01:50:00,0.20473278297567976
2023-05-13 01:55:00,0.15317006579576256
2023-05-13 02:00:00,0.20025978932930574
2023-05-13 02:05:00,0.3360772051859861
2023-05-13 02:10:00,0.33703152699876043
2023-05-13 02:15:00,0.1520135791656484
2023-05-13 02:20:00,0.0917233989919442
2023-05-13 02:25:00,0.07716330946753071
2023-05-13 02:30:00,0.06370053658596356
2023-05-13 02:35:00,0.059826956626154504
2023-05-13 02:40:00,0.0593124707646802
2023-05-13 02:45:00,0.05565357212676454
2023-05-13 02:50:00,0.05291331246813456
2023-05-13 02:55:00,0.04857433831836818
2023-05-13 03:00:00,0.04180949996180253
2023-05-13 03:05:00,0.03317856120442669
2023-05-13 03:10:00,0.030948506426052905
2023-05-13 03:15:00,0.0293985506341723
2023-05-13 03:20:00,0.028407096313005406
2023-05-13 03:25:00,0.02770330725722811
2023-05-13 03:30:00,0.0263418564470317
2023-05-13 03:35:00,0.02478679003842519
2023-05-13 03:40:00,0.0237097062931341
2023-05-13 03:45:00,0.022986356928758042
2023-05-13 03:50:00,0.02185862171157701
2023-05-13 03:55:00,0.021019299900796984
2023-05-13 04:00:00,0.02010579677782343
2023-05-13 04:05:00,0.019466180650903723
2023-05-13 04:10:00,0.01920464541604424
2023-05-13 04:15:00,0.018896551178375118
2023-05-13 04:20:00,0.01872280112535163
2023-05-13 04:25:00,0.01855200509484324
2023-05-13 04:30:00,0.018593829898327512
2023-05-13 04:35:00,0.018387064693201925
2023-05-13 04:40:00,0.018267045352042443
2023-05-13 04:45:00,0.018023473758371152
2023-05-13 04:50:00,0.017813262469007413
2023-05-13 04:55:00,0.017837595407316862
2023-05-13 05:00:00,0.017670496321447644
2023-05-13 05:05:00,0.017512669831723747
2023-05-13 05:10:00,0.017329728669275183
2023-05-13 05:15:00,0.01746213006180768
2023-05-13 05:20:00,0.017243703667288758
2023-05-13 05:25:00,0.017102896273290646
2023-05-13 05:30:00,0.016822496194800987
2023-05-13 05:35:00,0.016588045969935565
2023-05-13 05:40:00,0.016495211280084267
2023-05-13 05:45:00,0.016166173868737345
2023-05-13 05:50:00,0.015961698576598127
2023-05-13 05:55:00,0.01589322674117696
2023-05-13 06:00:00,0.0170554223095169
