 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  31. 5.2025    Time:  18:44:33
 Units: L = m    , T = sec  , M = mmol 


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000       0.000 0.4100   0.7222E-06  0.0000E+00 -0.1489E-04  0.0000E+00      -1  -0.206E+02   20.00
   2    -0.0250      -1.000 0.3323   0.4256E-08  0.5160E-01 -0.7449E-05  0.0000E+00      -1  -0.103E+02   20.00
   3    -0.0500      -1.000 0.3323   0.4256E-08  0.5160E-01 -0.4256E-08  0.0000E+00      -1  -0.589E-02   20.00
   4    -0.0750      -1.000 0.3323   0.4256E-08  0.5160E-01 -0.4256E-08  0.0000E+00      -1  -0.589E-02   20.00
   5    -0.1000      -1.000 0.3323   0.4256E-08  0.5160E-01 -0.4256E-08  0.0000E+00      -1  -0.589E-02   20.00
   6    -0.1250      -1.000 0.3323   0.4256E-08  0.5160E-01 -0.4256E-08  0.0000E+00      -1  -0.589E-02   20.00
   7    -0.1500      -1.000 0.3323   0.4256E-08  0.5160E-01 -0.4256E-08  0.0000E+00      -1  -0.589E-02   20.00
   8    -0.1750      -1.000 0.3323   0.4256E-08  0.5160E-01 -0.4256E-08  0.0000E+00      -1  -0.589E-02   20.00
   9    -0.2000      -1.000 0.3323   0.4256E-08  0.5160E-01 -0.4256E-08  0.0000E+00      -1  -0.589E-02   20.00
  10    -0.2250      -1.000 0.3323   0.4256E-08  0.5160E-01 -0.4256E-08  0.0000E+00      -1  -0.589E-02   20.00
  11    -0.2500      -1.000 0.3323   0.4256E-08  0.5160E-01 -0.4256E-08  0.0000E+00      -1  -0.589E-02   20.00
  12    -0.2750      -1.000 0.3323   0.4256E-08  0.5160E-01 -0.4256E-08  0.0000E+00      -1  -0.589E-02   20.00
  13    -0.3000      -1.000 0.3323   0.4256E-08  0.5160E-01 -0.4256E-08  0.0000E+00      -1  -0.589E-02   20.00
  14    -0.3250      -1.000 0.3323   0.4256E-08  0.5160E-01 -0.4256E-08  0.0000E+00      -1  -0.589E-02   20.00
