date,observed_outflow
2023-10-05 05:30:00,0.0
2023-10-05 05:31:00,0.0
2023-10-05 05:32:00,0.0
2023-10-05 05:33:00,0.0
2023-10-05 05:34:00,0.0
2023-10-05 05:35:00,0.0
2023-10-05 05:36:00,0.0
2023-10-05 05:37:00,0.0
2023-10-05 05:38:00,0.0
2023-10-05 05:39:00,0.0
2023-10-05 05:40:00,0.0
2023-10-05 05:41:00,0.0
2023-10-05 05:42:00,0.0
2023-10-05 05:43:00,0.0
2023-10-05 05:44:00,0.0
2023-10-05 05:45:00,0.000104
2023-10-05 05:46:00,0.000304
2023-10-05 05:47:00,0.000302
2023-10-05 05:48:00,0.00044
2023-10-05 05:49:00,0.000592
2023-10-05 05:50:00,0.002178
2023-10-05 05:51:00,0.006237
2023-10-05 05:52:00,0.00897
2023-10-05 05:53:00,0.014316
2023-10-05 05:54:00,0.020374
2023-10-05 05:55:00,0.025754
2023-10-05 05:56:00,0.028774
2023-10-05 05:57:00,0.032447
2023-10-05 05:58:00,0.032343
2023-10-05 05:59:00,0.030301
2023-10-05 06:00:00,0.028074
2023-10-05 06:01:00,0.024809
2023-10-05 06:02:00,0.023875
2023-10-05 06:03:00,0.02067
2023-10-05 06:04:00,0.019871
2023-10-05 06:05:00,0.017952
2023-10-05 06:06:00,0.015638
2023-10-05 06:07:00,0.014973
2023-10-05 06:08:00,0.013875
2023-10-05 06:09:00,0.01342
2023-10-05 06:10:00,0.012676
2023-10-05 06:11:00,0.011266
2023-10-05 06:12:00,0.010167
2023-10-05 06:13:00,0.009586
2023-10-05 06:14:00,0.008391
2023-10-05 06:15:00,0.008277
2023-10-05 06:16:00,0.007687
2023-10-05 06:17:00,0.007481
2023-10-05 06:18:00,0.007005
2023-10-05 06:19:00,0.006481
2023-10-05 06:20:00,0.006078
2023-10-05 06:21:00,0.0056
2023-10-05 06:22:00,0.005429
2023-10-05 06:23:00,0.005068
2023-10-05 06:24:00,0.004741
2023-10-05 06:25:00,0.0046
2023-10-05 06:26:00,0.004324
2023-10-05 06:27:00,0.004038
2023-10-05 06:28:00,0.00378
2023-10-05 06:29:00,0.003323
2023-10-05 06:30:00,0.003135
2023-10-05 06:31:00,0.002774
2023-10-05 06:32:00,0.002647
2023-10-05 06:33:00,0.002141
2023-10-05 06:34:00,0.001837
2023-10-05 06:35:00,0.00181
2023-10-05 06:36:00,0.001621
2023-10-05 06:37:00,0.001492
2023-10-05 06:38:00,0.001489
2023-10-05 06:39:00,0.001383
2023-10-05 06:40:00,0.001353
2023-10-05 06:41:00,0.001213
2023-10-05 06:42:00,0.0011
2023-10-05 06:43:00,0.001027
2023-10-05 06:44:00,0.000932
2023-10-05 06:45:00,0.000853
2023-10-05 06:46:00,0.000821
2023-10-05 06:47:00,0.00079
2023-10-05 06:48:00,0.000727
2023-10-05 06:49:00,0.000686
2023-10-05 06:50:00,0.000733
2023-10-05 06:51:00,0.000685
2023-10-05 06:52:00,0.000688
2023-10-05 06:53:00,0.000664
2023-10-05 06:54:00,0.000584
2023-10-05 06:55:00,0.000648
2023-10-05 06:56:00,0.000599
2023-10-05 06:57:00,0.00063
2023-10-05 06:58:00,0.000646
2023-10-05 06:59:00,0.000587
2023-10-05 07:00:00,0.000605
2023-10-05 07:01:00,0.00062
2023-10-05 07:02:00,0.000597
2023-10-05 07:03:00,0.000572
2023-10-05 07:04:00,0.000619
2023-10-05 07:05:00,0.000608
2023-10-05 07:06:00,0.000705
2023-10-05 07:07:00,0.000697
2023-10-05 07:08:00,0.000826
2023-10-05 07:09:00,0.000852
2023-10-05 07:10:00,0.001026
2023-10-05 07:11:00,0.001202
2023-10-05 07:12:00,0.001514
2023-10-05 07:13:00,0.001555
2023-10-05 07:14:00,0.001848
2023-10-05 07:15:00,0.002057
2023-10-05 07:16:00,0.002646
2023-10-05 07:17:00,0.002781
2023-10-05 07:18:00,0.003039
2023-10-05 07:19:00,0.003305
2023-10-05 07:20:00,0.003386
2023-10-05 07:21:00,0.003515
2023-10-05 07:22:00,0.003584
2023-10-05 07:23:00,0.003689
2023-10-05 07:24:00,0.003509
2023-10-05 07:25:00,0.003606
2023-10-05 07:26:00,0.003368
2023-10-05 07:27:00,0.003334
2023-10-05 07:28:00,0.003346
2023-10-05 07:29:00,0.003127
2023-10-05 07:30:00,0.003086
2023-10-05 07:31:00,0.002859
2023-10-05 07:32:00,0.002762
2023-10-05 07:33:00,0.002661
2023-10-05 07:34:00,0.002423
2023-10-05 07:35:00,0.002288
2023-10-05 07:36:00,0.001969
2023-10-05 07:37:00,0.001896
2023-10-05 07:38:00,0.001877
2023-10-05 07:39:00,0.00168
2023-10-05 07:40:00,0.001684
2023-10-05 07:41:00,0.001516
2023-10-05 07:42:00,0.001465
2023-10-05 07:43:00,0.001524
2023-10-05 07:44:00,0.001369
2023-10-05 07:45:00,0.001404
2023-10-05 07:46:00,0.001316
2023-10-05 07:47:00,0.001139
2023-10-05 07:48:00,0.001108
2023-10-05 07:49:00,0.000996
2023-10-05 07:50:00,0.001028
2023-10-05 07:51:00,0.000892
2023-10-05 07:52:00,0.000893
2023-10-05 07:53:00,0.00091
2023-10-05 07:54:00,0.000866
2023-10-05 07:55:00,0.000867
2023-10-05 07:56:00,0.000808
2023-10-05 07:57:00,0.000829
2023-10-05 07:58:00,0.00094
2023-10-05 07:59:00,0.00088
2023-10-05 08:00:00,0.00084
2023-10-05 08:01:00,0.000906
2023-10-05 08:02:00,0.000852
2023-10-05 08:03:00,0.000757
2023-10-05 08:04:00,0.000794
2023-10-05 08:05:00,0.000761
2023-10-05 08:06:00,0.000758
2023-10-05 08:07:00,0.000743
2023-10-05 08:08:00,0.000727
2023-10-05 08:09:00,0.000738
2023-10-05 08:10:00,0.000684
2023-10-05 08:11:00,0.000712
2023-10-05 08:12:00,0.000743
2023-10-05 08:13:00,0.000629
2023-10-05 08:14:00,0.000576
2023-10-05 08:15:00,0.000614
2023-10-05 08:16:00,0.000583
2023-10-05 08:17:00,0.000648
2023-10-05 08:18:00,0.000578
2023-10-05 08:19:00,0.000632
2023-10-05 08:20:00,0.000663
2023-10-05 08:21:00,0.000733
2023-10-05 08:22:00,0.000823
2023-10-05 08:23:00,0.000849
2023-10-05 08:24:00,0.000948
2023-10-05 08:25:00,0.001181
2023-10-05 08:26:00,0.001278
2023-10-05 08:27:00,0.001407
2023-10-05 08:28:00,0.001433
2023-10-05 08:29:00,0.001598
2023-10-05 08:30:00,0.001589
2023-10-05 08:31:00,0.001682
2023-10-05 08:32:00,0.001717
2023-10-05 08:33:00,0.001673
2023-10-05 08:34:00,0.001748
2023-10-05 08:35:00,0.001682
2023-10-05 08:36:00,0.00172
2023-10-05 08:37:00,0.001714
2023-10-05 08:38:00,0.001697
2023-10-05 08:39:00,0.001638
2023-10-05 08:40:00,0.00152
