05/13/2023 01:00 0.0
05/13/2023 01:05 0.0
05/13/2023 01:10 0.09
05/13/2023 01:15 0.19
05/13/2023 01:20 0.33
05/13/2023 01:25 0.47
05/13/2023 01:30 0.41
05/13/2023 01:35 0.32
05/13/2023 01:40 0.16
05/13/2023 01:45 0.15
05/13/2023 01:50 0.14
05/13/2023 01:55 0.17
05/13/2023 02:00 0.26
05/13/2023 02:05 0.14
05/13/2023 02:10 0.07
05/13/2023 02:15 0.07
05/13/2023 02:20 0.04
05/13/2023 02:25 0.04
05/13/2023 02:30 0.05
05/13/2023 02:35 0.04
05/13/2023 02:40 0.03
05/13/2023 02:45 0.01
05/13/2023 02:50 0.0
05/13/2023 02:55 0.01
05/13/2023 03:00 0.01
05/13/2023 03:05 0.0
05/13/2023 03:10 0.0
05/13/2023 03:15 0.01
05/13/2023 03:20 0.0
05/13/2023 03:25 0.0
05/13/2023 03:30 0.0
05/13/2023 03:35 0.0
05/13/2023 03:40 0.0
05/13/2023 03:45 0.0
05/13/2023 03:50 0.0
05/13/2023 03:55 0.0
05/13/2023 04:00 0.01
05/13/2023 04:05 0.0
05/13/2023 04:10 0.0
05/13/2023 04:15 0.0
05/13/2023 04:20 0.0
05/13/2023 04:25 0.0
05/13/2023 04:30 0.0
05/13/2023 04:35 0.0
05/13/2023 04:40 0.0
05/13/2023 04:45 0.0
05/13/2023 04:50 0.0
05/13/2023 04:55 0.0
05/13/2023 05:00 0.0
05/13/2023 05:05 0.01
05/13/2023 05:10 0.0
05/13/2023 05:15 0.0
05/13/2023 05:20 0.0
05/13/2023 05:25 0.0
05/13/2023 05:30 0.0
05/13/2023 05:35 0.0
05/13/2023 05:40 0.0
05/13/2023 05:45 0.0
05/13/2023 05:50 0.0
05/13/2023 05:55 0.0
05/13/2023 06:00 0.0
